Time	Sum	Command
7	7	-------> echo -n ' '
8	8	------> set __bobthefish_current_bg $bg
6	6	-----> set -l directory
6	6	-----> set -l parent
16	648	-----> switch "$segment_dir"...
47	531	------> set parent (__bobthefish_pretty_parent "$segment_dir")
31	484	-------> __bobthefish_pretty_parent "$segment_dir"
8	8	--------> set -q fish_prompt_pwd_dir_length
7	7	--------> set -l fish_prompt_pwd_dir_length 1
11	11	--------> set -l real_home ~
60	380	--------> set -l parent_dir (string replace -r '^'(__bobthefish_escape_regex "$real_home")'($|/)' '~$1' (__bobthefish_dirname $child_dir))
149	320	---------> string replace -r '^'(__bobthefish_escape_regex "$real_home")'($|/)' '~$1' (__bobthefish_dirname $child_dir)
58	85	----------> __bobthefish_escape_regex "$real_home"
27	27	-----------> string escape --style=regex "$str" 2>/dev/null
39	86	----------> __bobthefish_dirname $child_dir
47	47	-----------> string replace -r '/[^/]+/?$' '' -- $argv
4	14	--------> if [ -z "$parent_dir" ]...
10	10	---------> [ -z "$parent_dir" ]
3	12	--------> if [ $fish_prompt_pwd_dir_length -eq 0 ]...
9	9	---------> [ $fish_prompt_pwd_dir_length -eq 0 ]
21	21	--------> string replace -ar '(\.?[^/]{'"$fish_prompt_pwd_dir_length"'})[^/]*/' '$1/' "$parent_dir/"
48	101	------> set directory (__bobthefish_basename "$segment_dir")
37	53	-------> __bobthefish_basename "$segment_dir"
16	16	--------> string replace -r '^.*/' '' -- $argv
14	14	-----> [ "$theme_show_project_parent" != "no" -o "$path_type" != "project" ]
9	9	-----> echo -n $parent
17	17	-----> set_color -b $segment_basename_color
10	10	-----> echo -ns $directory ' '
26	144	----> __bobthefish_start_segment $flag_colors
8	8	-----> set -l bg $argv[1]
6	6	-----> set -e argv[1]
6	6	-----> set -l fg $argv[1]
5	5	-----> set -e argv[1]
13	13	-----> set_color normal
12	12	-----> set_color -b $bg $fg $argv
35	61	-----> switch "$__bobthefish_current_bg"...
9	9	------> set_color $__bobthefish_current_bg
9	9	------> echo -ns $right_black_arrow_glyph ' '
8	8	------> set_color $fg $argv
7	7	-----> set __bobthefish_current_bg $bg
54	3884	----> echo -ns (__bobthefish_git_branch) $flags ' '
18	3830	-----> __bobthefish_git_branch
74	1494	------> set -l tag (command git describe --tags --exact-match 2>/dev/null)
1420	1420	-------> command git describe --tags --exact-match 2>/dev/null
64	1282	------> set -l branch (command git symbolic-ref HEAD 2>/dev/null | string replace -r '^refs/heads/' '')
1218	1218	-------> command git symbolic-ref HEAD 2>/dev/null | string replace -r '^refs/heads/' ''
15	1036	------> begin...
8	8	-------> [ -n "$theme_git_default_branches" ]
51	981	-------> set -l theme_git_default_branches master main (git config init.defaultBranch)
930	930	--------> git config init.defaultBranch
12	12	-------> [ "$theme_display_git_master_branch" != 'yes' -a "$theme_display_git_default_branch" != 'yes' ]
10	10	-------> contains $branch $theme_git_default_branches
7	7	-------> echo $branch_glyph
3	3	-------> return
8	8	----> set_color normal
12	274	----> if [ "$theme_git_worktree_support" != 'yes' ]...
6	6	-----> [ "$theme_git_worktree_support" != 'yes' ]
40	245	-----> set -l project_pwd (__bobthefish_project_pwd $git_root_dir $real_pwd)
21	205	------> __bobthefish_project_pwd $git_root_dir $real_pwd
4	4	-------> set -q theme_project_dir_length
5	5	-------> set -l theme_project_dir_length 0
50	150	-------> set -l project_dir (string replace -r '^'(__bobthefish_escape_regex "$project_root_dir")'($|/)' '' $real_pwd)
55	100	--------> string replace -r '^'(__bobthefish_escape_regex "$project_root_dir")'($|/)' '' $real_pwd
28	45	---------> __bobthefish_escape_regex "$project_root_dir"
17	17	----------> string escape --style=regex "$str" 2>/dev/null
8	25	-------> if [ $theme_project_dir_length -eq 0 ]...
7	7	--------> [ $theme_project_dir_length -eq 0 ]
7	7	--------> echo -n $project_dir
3	3	--------> return
3	8	-----> if [ "$project_pwd" ]...
5	5	------> [ "$project_pwd" ]
3	3	-----> return
15	120	--> __bobthefish_finish_segments
19	47	---> if [ -n "$__bobthefish_current_bg" ]...
5	5	----> [ -n "$__bobthefish_current_bg" ]
7	7	----> set_color normal
8	8	----> set_color $__bobthefish_current_bg
8	8	----> echo -ns $right_black_arrow_glyph ' '
10	48	---> if [ "$theme_newline_cursor" = 'yes' ]...
7	7	----> [ "$theme_newline_cursor" = 'yes' ]
5	5	----> echo -ens "\n"
10	10	----> set_color $fish_color_autosuggestion
5	16	----> if set -q theme_newline_prompt...
4	4	-----> set -q theme_newline_prompt
7	7	-----> echo -ens "$theme_newline_prompt"
6	6	---> set_color normal
4	4	---> set __bobthefish_current_bg
9	143	> fish_right_prompt
9	30	-> if not set -q CONDA_LEFT_PROMPT...
5	5	--> not set -q CONDA_LEFT_PROMPT
8	16	--> __conda_add_prompt
4	8	---> if set -q CONDA_PROMPT_MODIFIER...
4	4	----> set -q CONDA_PROMPT_MODIFIER
19	104	-> __fish_right_prompt_orig
7	7	--> set -l __bobthefish_left_arrow_glyph \uE0B3
4	14	--> if [ "$theme_powerline_fonts" = "no" -a "$theme_nerd_fonts" != "yes" ]...
10	10	---> [ "$theme_powerline_fonts" = "no" -a "$theme_nerd_fonts" != "yes" ]
9	9	--> set_color $fish_color_autosuggestion
13	31	--> __bobthefish_cmd_duration
7	7	---> [ "$theme_display_cmd_duration" = "no" ]
8	8	---> [ -z "$CMD_DURATION" -o "$CMD_DURATION" -lt 100 ]
3	3	---> return
10	17	--> __bobthefish_timestamp
5	5	---> [ "$theme_display_date" = "no" ]
2	2	---> return
7	7	--> set_color normal
15	522	> fish_title
11	24	-> __bobthefish_title_user
3	13	--> if [ "$theme_title_display_user" = 'yes' ]...
10	10	---> [ "$theme_title_display_user" = 'yes' ]
3	9	-> if [ "$theme_title_display_process" = 'yes' ]...
6	6	--> [ "$theme_title_display_process" = 'yes' ]
7	474	-> if [ "$theme_title_display_path" != 'no' ]...
6	6	--> [ "$theme_title_display_path" != 'no' ]
5	461	--> if [ "$theme_title_use_abbreviated_path" = 'no' ]...
6	6	---> [ "$theme_title_use_abbreviated_path" = 'no' ]
40	450	---> prompt_pwd
6	6	----> set -l options h/help d/dir-length= D/full-length-dirs=
10	10	----> argparse -n prompt_pwd $options -- $argv
4	7	----> if set -q _flag_help...
3	3	-----> set -q _flag_help
3	3	----> set -q argv[1]
6	6	----> set argv $PWD
3	3	----> set -ql _flag_d
4	4	----> set -q fish_prompt_pwd_dir_length
4	4	----> set -l fish_prompt_pwd_dir_length 1
4	4	----> set -l fulldirs 0
3	3	----> set -ql _flag_D
3	3	----> set -q fish_prompt_pwd_full_dirs
5	5	----> set -l fish_prompt_pwd_full_dirs 1
17	352	----> for path in $argv...
39	47	-----> set -l realhome (string escape --style=regex -- ~)
8	8	------> string escape --style=regex -- ~
46	76	-----> set -l tmp (string replace -r '^'"$realhome"'($|/)' '~$1' $path)
30	30	------> string replace -r '^'"$realhome"'($|/)' '~$1' $path
11	212	-----> if test "$fish_prompt_pwd_dir_length" -eq 0...
7	7	------> test "$fish_prompt_pwd_dir_length" -eq 0
5	5	------> set -l full
10	128	------> if test $fish_prompt_pwd_full_dirs -gt 0...
6	6	-------> test $fish_prompt_pwd_full_dirs -gt 0
40	102	-------> set -l all (string split -m (math $fish_prompt_pwd_full_dirs - 1) -r / $tmp)
47	62	--------> string split -m (math $fish_prompt_pwd_full_dirs - 1) -r / $tmp
15	15	---------> math $fish_prompt_pwd_full_dirs - 1
5	5	-------> set tmp $all[1]
5	5	-------> set full $all[2..]
44	61	------> string join / -- (string replace -ar -- '(\.?[^/]{'"$fish_prompt_pwd_dir_length"'})[^/]*/' '$1/' $tmp) $full
17	17	-------> string replace -ar -- '(\.?[^/]{'"$fish_prompt_pwd_dir_length"'})[^/]*/' '$1/' $tmp
474	492	> source /home/linuxbrew/.linuxbrew/Cellar/fish/3.7.1/share/fish/functions/cd.fish
18	18	-> function cd --description "Change directory"...
69	224	> source /home/linuxbrew/.linuxbrew/Cellar/fish/3.7.1/share/fish/completions/cd.fish
141	141	-> complete -c cd -a "(__fish_complete_cd)"
14	14	-> complete -c cd -s h -l help -d 'Display help and exit'
53	235	> __fish_disable_bracketed_paste 'cd cashe'
182	182	-> printf "\e[?2004l"
22	186	> __fish_disable_focus 'cd cashe'
164	164	-> echo -n \e\[\?1004l
26	1318	> fish_title cd\ cashe
26	66	-> __bobthefish_title_user
15	40	--> if [ "$theme_title_display_user" = 'yes' ]...
25	25	---> [ "$theme_title_display_user" = 'yes' ]
4	20	-> if [ "$theme_title_display_process" = 'yes' ]...
16	16	--> [ "$theme_title_display_process" = 'yes' ]
12	1206	-> if [ "$theme_title_display_path" != 'no' ]...
13	13	--> [ "$theme_title_display_path" != 'no' ]
8	1181	--> if [ "$theme_title_use_abbreviated_path" = 'no' ]...
12	12	---> [ "$theme_title_use_abbreviated_path" = 'no' ]
189	1161	---> prompt_pwd
19	19	----> set -l options h/help d/dir-length= D/full-length-dirs=
23	23	----> argparse -n prompt_pwd $options -- $argv
6	14	----> if set -q _flag_help...
8	8	-----> set -q _flag_help
9	9	----> set -q argv[1]
14	14	----> set argv $PWD
5	5	----> set -ql _flag_d
7	7	----> set -q fish_prompt_pwd_dir_length
6	6	----> set -l fish_prompt_pwd_dir_length 1
7	7	----> set -l fulldirs 0
4	4	----> set -ql _flag_D
7	7	----> set -q fish_prompt_pwd_full_dirs
6	6	----> set -l fish_prompt_pwd_full_dirs 1
40	851	----> for path in $argv...
96	121	-----> set -l realhome (string escape --style=regex -- ~)
25	25	------> string escape --style=regex -- ~
106	169	-----> set -l tmp (string replace -r '^'"$realhome"'($|/)' '~$1' $path)
63	63	------> string replace -r '^'"$realhome"'($|/)' '~$1' $path
18	521	-----> if test "$fish_prompt_pwd_dir_length" -eq 0...
23	23	------> test "$fish_prompt_pwd_dir_length" -eq 0
13	13	------> set -l full
13	356	------> if test $fish_prompt_pwd_full_dirs -gt 0...
9	9	-------> test $fish_prompt_pwd_full_dirs -gt 0
97	306	-------> set -l all (string split -m (math $fish_prompt_pwd_full_dirs - 1) -r / $tmp)
98	209	--------> string split -m (math $fish_prompt_pwd_full_dirs - 1) -r / $tmp
111	111	---------> math $fish_prompt_pwd_full_dirs - 1
21	21	-------> set tmp $all[1]
7	7	-------> set full $all[2..]
79	111	------> string join / -- (string replace -ar -- '(\.?[^/]{'"$fish_prompt_pwd_dir_length"'})[^/]*/' '$1/' $tmp) $full
32	32	-------> string replace -ar -- '(\.?[^/]{'"$fish_prompt_pwd_dir_length"'})[^/]*/' '$1/' $tmp
59	446	> cd cashe
10	10	-> set -l MAX_DIR_HIST 25
6	254	-> if test (count $argv) -gt (test "$argv[1]" = "--" && echo 2 || echo 1)...
107	248	--> test (count $argv) -gt (test "$argv[1]" = "--" && echo 2 || echo 1)
121	121	---> count $argv
12	12	---> test "$argv[1]" = "--"
8	8	---> echo 1
5	11	-> if status --is-command-substitution...
6	6	--> status --is-command-substitution
10	10	-> set -l previous $PWD
3	11	-> if test "$argv" = -...
8	8	--> test "$argv" = -
36	36	-> builtin cd $argv
28	28	-> set -l cd_status $status
5	21	-> if test $cd_status -eq 0 -a "$PWD" != "$previous"...
16	16	--> test $cd_status -eq 0 -a "$PWD" != "$previous"
6	6	-> return $cd_status
12	26	> __fish_enable_focus 'cd cashe'
14	14	-> echo -n \e\[\?1004h
8	20	> __fish_enable_bracketed_paste
12	12	-> printf "\e[?2004h"
16	58	> fish_mode_prompt
12	12	-> [ "$theme_display_vi" != 'no' ]
26	26	-> [ "$fish_key_bindings" = 'fish_vi_key_bindings' \
        -o "$fish_key_bindings" = 'hybrid_bindings' \
        -o "$fish_key_bindings" = 'fish_hybrid_key_bindings' \
        -o "$theme_display_vi" = 'yes' ]
4	4	-> return
19	26511	> fish_prompt
13	13	-> set -l last_status $status
3	10	-> if set -q CONDA_LEFT_PROMPT...
7	7	--> set -q CONDA_LEFT_PROMPT
13	20	-> return_last_status $last_status
7	7	--> return $argv
90	26449	-> __fish_prompt_orig
8	8	--> set -l last_status $status
3	12	--> if [ "$TERM" = 'dumb' ]...
9	9	---> [ "$TERM" = 'dumb' ]
164	719	--> __bobthefish_glyphs
10	10	---> set -x branch_glyph            \uE0A0
9	9	---> set -x right_black_arrow_glyph \uE0B0
8	8	---> set -x right_arrow_glyph       \uE0B1
8	8	---> set -x left_black_arrow_glyph  \uE0B2
9	9	---> set -x left_arrow_glyph        \uE0B3
8	8	---> set -x detached_glyph          \u27A6
8	8	---> set -x tag_glyph               \u2302
11	11	---> set -x nonzero_exit_glyph      '! '
13	13	---> set -x private_glyph           \uE0A2 ' '
13	13	---> set -x superuser_glyph         '$ '
12	12	---> set -x bg_job_glyph            '% '
13	13	---> set -x hg_glyph                \u263F
9	9	---> set -x superscript_glyph       \u00B9 \u00B2 \u00B3
7	7	---> set -x virtualenv_glyph        \u25F0
7	7	---> set -x pypy_glyph              \u1D56
7	7	---> set -x ruby_glyph              ''
7	7	---> set -x go_glyph                ''
7	7	---> set -x nix_glyph               ''
8	8	---> set -x desk_glyph              \u25F2
6	6	---> set -x k8s_glyph               \u2388
8	8	---> set -x vagrant_running_glyph   \u2191
7	7	---> set -x vagrant_poweroff_glyph  \u2193
7	7	---> set -x vagrant_aborted_glyph   \u2715
8	8	---> set -x vagrant_saved_glyph     \u21E1
7	7	---> set -x vagrant_stopping_glyph  \u21E3
7	7	---> set -x vagrant_unknown_glyph   '!'
8	8	---> set -x git_dirty_glyph      '*'
9	9	---> set -x git_staged_glyph     '~'
8	8	---> set -x git_stashed_glyph    '$'
7	7	---> set -x git_untracked_glyph  '…'
12	12	---> set -x git_ahead_glyph      \u2191
7	7	---> set -x git_behind_glyph     \u2193
7	7	---> set -x git_plus_glyph       '+'
6	6	---> set -x git_minus_glyph      '-'
8	8	---> set -x git_plus_minus_glyph '±'
6	6	---> set -x fossil_glyph \U1F9B4
4	20	---> if [ "$theme_powerline_fonts" = "no" -a "$theme_nerd_fonts" != "yes" ]...
16	16	----> [ "$theme_powerline_fonts" = "no" -a "$theme_nerd_fonts" != "yes" ]
57	222	---> if [ "$theme_nerd_fonts" = "yes" ]...
7	7	----> [ "$theme_nerd_fonts" = "yes" ]
8	8	----> set private_glyph    \uF023 ' '
6	6	----> set branch_glyph     \uF418
6	6	----> set detached_glyph   \uF417
6	6	----> set tag_glyph        \uF412
6	6	----> set nix_glyph        \uF313 ' '
7	7	----> set virtualenv_glyph \uE73C ' '
6	6	----> set ruby_glyph       \uE791 ' '
6	6	----> set go_glyph         \uE626 ' '
7	7	----> set node_glyph       \uE718 ' '
6	6	----> set vagrant_running_glyph  \uF431
7	7	----> set vagrant_poweroff_glyph \uF433
6	6	----> set vagrant_aborted_glyph  \uF468
6	6	----> set vagrant_unknown_glyph  \uF421
19	19	----> set git_dirty_glyph      \uF448 ''
8	8	----> set git_staged_glyph     \uF0C7 ''
7	7	----> set git_stashed_glyph    \uF0C6 ''
7	7	----> set git_untracked_glyph  \uF128 ''
6	6	----> set fossil_glyph \UF00B9
6	6	----> set git_ahead_glyph      \uF47B
5	5	----> set git_behind_glyph     \uF47C
6	6	----> set git_plus_glyph       \uF0DE
5	5	----> set git_minus_glyph      \uF0DD
6	6	----> set git_plus_minus_glyph \uF0DC
4	11	---> if [ "$theme_avoid_ambiguous_glyphs" = "yes" ]...
7	7	----> [ "$theme_avoid_ambiguous_glyphs" = "yes" ]
88	676	--> __bobthefish_colors $theme_color_scheme
252	588	---> switch "$color_scheme"...
9	9	----> set -l red      cc9999 ce000f 660000
6	6	----> set -l green    addc10 189303 0c4801
6	6	----> set -l blue     48b4fb 005faf 255e87
11	11	----> set -l orange   f6b117 unused 3a2a03
6	6	----> set -l brown    bf5e00 803f00 4d2600
5	5	----> set -l grey     cccccc 999999 333333
6	6	----> set -l white    ffffff
6	6	----> set -l black    000000
6	6	----> set -l ruby_red af0000
5	5	----> set -l go_blue  00d7d7
11	11	----> set -x color_initial_segment_exit     $white $red[2] --bold
10	10	----> set -x color_initial_segment_private  $white $grey[3]
15	15	----> set -x color_initial_segment_su       $white $green[2] --bold
9	9	----> set -x color_initial_segment_jobs     $white $blue[3] --bold
9	9	----> set -x color_path                     $grey[3] $grey[2]
9	9	----> set -x color_path_basename            $grey[3] $white --bold
8	8	----> set -x color_path_nowrite             $red[3] $red[1]
13	13	----> set -x color_path_nowrite_basename    $red[3] $red[1] --bold
8	8	----> set -x color_repo                     $green[1] $green[3]
8	8	----> set -x color_repo_work_tree           $grey[3] $white --bold
9	9	----> set -x color_repo_dirty               $red[2] $white
10	10	----> set -x color_repo_staged              $orange[1] $orange[3]
10	10	----> set -x color_vi_mode_default          $grey[2] $grey[3] --bold
8	8	----> set -x color_vi_mode_insert           $green[2] $grey[3] --bold
12	12	----> set -x color_vi_mode_visual           $orange[1] $orange[3] --bold
9	9	----> set -x color_vagrant                  $blue[1] $white --bold
8	8	----> set -x color_k8s                      $green[2] $white --bold
8	8	----> set -x color_aws_vault                $blue[3] $orange[1] --bold
12	12	----> set -x color_aws_vault_expired        $blue[3] $red[3] --bold
9	9	----> set -x color_username                 $grey[1] $blue[3] --bold
9	9	----> set -x color_hostname                 $grey[1] $blue[3]
9	9	----> set -x color_screen                   $green[1] $white --bold
9	9	----> set -x color_rvm                      $ruby_red $grey[1] --bold
9	9	----> set -x color_node                     $green[1] $white --bold
9	9	----> set -x color_virtualfish              $blue[2] $grey[1] --bold
9	9	----> set -x color_virtualgo                $go_blue $black --bold
8	8	----> set -x color_desk                     $blue[2] $grey[1] --bold
13	13	----> set -x color_nix                      $blue[2] $grey[1] --bold
415	415	--> type -q bobthefish_colors
9	9	--> set -l __bobthefish_current_bg
64	144	--> set -l real_pwd (__bobthefish_pwd)
43	80	---> __bobthefish_pwd
37	37	----> builtin pwd -P 2>/dev/null
33	596	--> __bobthefish_prompt_status $last_status
6	6	---> set -l nonzero
6	6	---> set -l superuser
5	5	---> set -l bg_jobs
9	9	---> [ $last_status -ne 0 ]
5	5	---> set nonzero 1
13	13	---> [ -w / -o -w /private/ ]
26	161	---> if set -q AUTOJUMP_SOURCED...
6	6	----> set -q AUTOJUMP_SOURCED
8	129	----> if [ "$theme_display_jobs_verbose" = 'yes' ]...
8	8	-----> [ "$theme_display_jobs_verbose" = 'yes' ]
113	113	-----> jobs -p >/dev/null
19	358	---> if [ "$nonzero" -o "$fish_private_mode" -o "$superuser" -o "$bg_jobs" ]...
20	20	----> [ "$nonzero" -o "$fish_private_mode" -o "$superuser" -o "$bg_jobs" ]
40	234	----> __bobthefish_start_segment $color_initial_segment_exit
10	10	-----> set -l bg $argv[1]
8	8	-----> set -e argv[1]
7	7	-----> set -l fg $argv[1]
5	5	-----> set -e argv[1]
104	104	-----> set_color normal
18	18	-----> set_color -b $bg $fg $argv
25	33	-----> switch "$__bobthefish_current_bg"...
8	8	------> echo -n ' '
9	9	-----> set __bobthefish_current_bg $bg
10	60	----> if [ "$nonzero" ]...
6	6	-----> [ "$nonzero" ]
8	8	-----> set_color normal
13	13	-----> set_color -b $color_initial_segment_exit
7	23	-----> if [ "$theme_show_exit_status" = 'yes' ]...
8	8	------> [ "$theme_show_exit_status" = 'yes' ]
8	8	------> echo -n $nonzero_exit_glyph
3	9	----> if [ "$fish_private_mode" ]...
6	6	-----> [ "$fish_private_mode" ]
3	8	----> if [ "$superuser" ]...
5	5	-----> [ "$superuser" ]
3	8	----> if [ "$bg_jobs" ]...
5	5	-----> [ "$bg_jobs" ]
42	169	--> __bobthefish_prompt_user
56	56	---> [ "$theme_display_user" = 'yes' -o \( "$theme_display_user" != 'no' -a -n "$SSH_CLIENT" \) -o \( -n "$default_user" -a "$USER" != "$default_user" \) ]
14	14	---> [ "$theme_display_sudo_user" = 'yes' -a -n "$SUDO_USER" ]
